           Vac   ----Vac Drv---- ---Temp TC7x--- ------Cryo----- Diode ---Fan--
  Time    Guage  p316  p398 p346  A0  A1  A2  A3  TC Max Min Cur  (V)  PWM  RPM
           Vac   ----Vac Drv---- ---Temp TC7x--- ------Cryo----- Diode ---Fan--
  Time    Guage  p316  p398 p346  A0  A1  A2  A3  TC Max Min Cur  (V)  PWM  RPM
13:26:48 1.8e-08   12 90029   20   7  31 --- ---  65 240  70 147 1.031  32 2369
13:36:52 1.8e-08   12 90030   20   7  31 --- ---  65 240  70 147 1.032  32 2365
13:46:56 1.9e-08   12 90029   20   8  31 --- ---  65 240  70 146 1.031  34 2498
13:56:59 1.9e-08   12 90029   21   8  31 --- ---  65 240  70 147 1.031  34 2482
14:07:03 1.9e-08   12 90029   21   8  31 --- ---  65 240  70 147 1.031  34 2480
14:17:07 2.0e-08   12 90029   21   8  32 --- ---  65 240  70 147 1.031  34 2484
14:27:11 2.0e-08   12 90029   21   8  32 --- ---  65 240  70 148 1.032  34 2482
14:37:15 2.0e-08   12 90030   21   8  32 --- ---  65 240  70 148 1.031  34 2480
14:47:18 2.0e-08   12 90029   21   8  32 --- ---  65 240  70 149 1.031  34 2480
14:57:22 2.0e-08   12 90030   21   8  32 --- ---  65 240  70 148 1.031  34 2482
           Vac   ----Vac Drv---- ---Temp TC7x--- ------Cryo----- Diode ---Fan--
  Time    Guage  p316  p398 p346  A0  A1  A2  A3  TC Max Min Cur  (V)  PWM  RPM
15:07:26 2.0e-08   12 90029   21   8  32 --- ---  65 240  70 149 1.031  34 2480
15:17:30 2.1e-08   12 90029   21   8  32 --- ---  65 240  70 148 1.031  34 2486
15:27:33 2.1e-08   12 90029   21   8  32 --- ---  65 240  70 148 1.031  34 2484
15:37:37 2.0e-08   12 90030   21   8  32 --- ---  65 240  70 148 1.031  34 2478
15:47:41 2.0e-08   12 90029   21   8  32 --- ---  65 240  70 148 1.031  34 2476
15:57:46 2.0e-08   12 90029   21   8  31 --- ---  65 240  70 148 1.031  33 2458
16:07:49 2.0e-08   12 90030   21   8  31 --- ---  65 240  70 149 1.031  34 2476
16:17:54 2.0e-08   12 90030   21   8  31 --- ---  65 240  70 147 1.031  34 2476
16:27:57 2.0e-08   12 90029   21   8  31 --- ---  65 240  70 147 1.031  34 2478
16:38:01 2.0e-08   12 90030   21   8  31 --- ---  65 240  70 147 1.031  34 2478
           Vac   ----Vac Drv---- ---Temp TC7x--- ------Cryo----- Diode ---Fan--
  Time    Guage  p316  p398 p346  A0  A1  A2  A3  TC Max Min Cur  (V)  PWM  RPM
16:48:05 1.9e-08   12 90029   21   8  31 --- ---  65 240  70 147 1.032  34 2484
16:58:09 1.9e-08   12 90029   21   8  31 --- ---  65 240  70 147 1.032  33 2462
17:08:12 1.9e-08   12 90029   21   7  31 --- ---  65 240  70 147 1.031  32 2403
17:18:16 1.8e-08   12 90029   20   7  31 --- ---  65 240  70 145 1.031  32 2405
17:28:20 1.9e-08   12 90029   20   7  31 --- ---  65 240  70 146 1.031  32 2403
17:38:24 1.8e-08   12 90030   20   7  31 --- ---  65 240  70 145 1.032  32 2403
17:48:28 1.8e-08   12 90029   20   7  31 --- ---  65 240  70 146 1.032  32 2401
17:58:31 1.8e-08   12 90030   20   7  31 --- ---  65 240  70 145 1.032  32 2401
18:08:35 1.7e-08   12 90030   20   7  31 --- 
